author,comment,time,votes,clean,clean_nostop,polarity,sentiment
@kevintv8377,emanuella such a idiot,4 years ago,0,emanuella such a idiot,emanuella idiot,-0.4,negative
@pinkcatz00,The earth is smelling 🤣🤣🤣,4 years ago,0,the earth is smelling,earth smelling,0.0,neutral
@mary-janeokpala7972,",😂😂😂😂😂😂",4 years ago,0,,,0.0,neutral
@steve_agatsuma007,"Love from India,Mizoram",4 years ago,0,love from india mizoram,love india mizoram,0.5,positive
@nadiacharles9341,🤣🤣🤣🤣🤣🤣,4 years ago,0,,,0.0,neutral
@irenewon2867,The,4 years ago,0,the,,0.0,neutral
@stay_peachyzzz8351,Chinkeke kidema,4 years ago,0,chinkeke kidema,chinkeke kidema,0.0,neutral
@stay_peachyzzz8351,Lololololololo,4 years ago,0,lololololololo,lololololololo,0.0,neutral
@robloxwithmarvelous1600,Love from USA,4 years ago,0,love from usa,love usa,0.5,positive
@SimplyDami12,We don't do Trump here it's Buhari that we do lol,4 years ago (edited),1,we don't do trump here it's buhari that we do lol,trump buhari lol,0.8,positive
@komerarabeua4113,OMG all these videos of Mark Angel comedy is bringing tears into my eyes.🤣🤣🤣🤣🤣🤣 love from Fiji😘😘😘,4 years ago,0,omg all these videos of mark angel comedy is bringing tears into my eyes love from fiji,omg videos mark angel comedy bringing tears eyes love fiji,0.5,positive
@carolinekihumba1176,I'm from Africa and I love it so much but I'm in America and I want to go back,4 years ago,0,i'm from africa and i love it so much but i'm in america and i want to go back,africa love much america want go back,0.2333333333333333,positive
@johnwakahiu9148,🤣🤣🤣🤣Denisil  my guy,4 years ago,0,denisil my guy,denisil guy,0.0,neutral
@janettedington9176,"The eager vest peroperativly colour because peen minimally tumble alongside a phobic salad. well-to-do, public quince",4 years ago,0,the eager vest peroperativly colour because peen minimally tumble alongside a phobic salad well to do public quince,eager vest peroperativly colour peen minimally tumble alongside phobic salad well public quince,-0.05,neutral
@peterkarume581,🤣🤣🤣🤣🤣,4 years ago,0,,,0.0,neutral
@binti_jannet,Denilson should be back officially 2021🤣🤣🤣🤣,4 years ago (edited),0,denilson should be back officially 2021,denilson back officially 2021,0.0,neutral
@chichuthirupathi,Ha Ha ha 😂😂😂,4 years ago,0,ha ha ha,ha ha ha,0.0,neutral
@MaliyahBatchilly,"😢hi
This account is not real 😂",1 year ago,1,hi this account is not real,hi account real,-0.1,neutral
@w3nd328,Please guys I beg you do at least one more skit with denilson I wanna see it again please I’m one of your fan give me that at least please,4 years ago,0,please guys i beg you do at least one more skit with denilson i wanna see it again please i m one of your fan give me that at least please,please guys beg least one skit denilson wanna see please one fan give least please,-0.033333333333333326,neutral
@amekalatifahnickiminaj,dml.........,4 years ago,0,dml,dml,0.0,neutral
@shaad-hk6vk,😆😆😆😃,4 years ago,0,,,0.0,neutral
@cherishiriogbe4571,Im a Nigerian  and i live in north America and i don't  even talk like this 🤣😂🤣,4 years ago,0,im a nigerian and i live in north america and i don't even talk like this,im nigerian live north america even talk like,0.13636363636363635,positive
@NingaWay,My nigga mark😂,4 years ago,0,my nigga mark,nigga mark,0.0,neutral
@EpiclyBlueMoon,0:21 holy shit,4 years ago,0,0 21 holy shit,21 holy shit,-0.2,negative
@rinahmpofu5334,Shuuu man,4 years ago,0,shuuu man,shuuu man,0.0,neutral
@ajpersona,2021? Anyone?,4 years ago,1,2021 anyone,2021 anyone,0.0,neutral
@luishun0745,Did he say shoe or shoo,4 years ago,0,did he say shoe or shoo,say shoe shoo,0.0,neutral
@jeambacalo3196,Denilson was the best!,4 years ago,0,denilson was the best,denilson best,1.0,positive
@olivia3674,WHEN HE SAID. UR CUTE TO EMANUELLA SHE WAS LIKE IM NOT CUTE,4 years ago,1,when he said ur cute to emanuella she was like im not cute,said ur cute emanuella like im cute,0.125,positive
@carolndwigah5797,I love you guys are the best funny comedy show 🧡💚💙💙💞💕😃😅🤣🐒🥰😍🤩💕💞💋👍💪🌹🌺🌸🌈,4 years ago,1,i love you guys are the best funny comedy show,love guys best funny comedy show,0.5833333333333334,positive
@lyndachinenyeikejiaku8944,Don't do trump 😂😂😂😂😅,4 years ago,1,don't do trump,trump,0.0,neutral
@Seasonedhunter114,Why Denilson is no longer doing comdey with mark angel?,4 years ago,0,why denilson is no longer doing comdey with mark angel,denilson longer comdey mark angel,0.0,neutral
@cofchege,Denilson was always the best,4 years ago,0,denilson was always the best,denilson always best,1.0,positive
@isimbisoniaines29,Love from Rwanda 🇷🇼,4 years ago,0,love from rwanda,love rwanda,0.5,positive
@aliciadaure5948,After i watched this i was laughing 🤣🤣🤣🤣🤣,4 years ago,0,after i watched this i was laughing,watched laughing,0.0,neutral
@islanderobart7217,WOW !! You guys are phenomenal 👍🏽❤️❤️❤️❤️👍🏽🎺❤️👍🏽,4 years ago,0,wow you guys are phenomenal,wow guys phenomenal,0.3,positive
@Besami,"Was I the only one who thought this was about the ""Make America great again"" president??😂🤣😂🤣",4 years ago,0,was i the only one who thought this was about the make america great again president,one thought make america great president,0.4,positive
@mgk4908,Is that success by the gate?🤣,4 years ago,0,is that success by the gate,success gate,0.3,positive
@destichikwe,this aged well lmfaooo,4 years ago,0,this aged well lmfaooo,aged well lmfaooo,-0.1,neutral
@nyomecharles3653,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😶😂😂😂😂😂😂😂😂haaaaaa aaaaaaaaaaaaaaaaaa,4 years ago,0,haaaaaa aaaaaaaaaaaaaaaaaa,haaaaaa aaaaaaaaaaaaaaaaaa,0.0,neutral
@gandangpinay2158,"“You look like father Christmas who don’t have money” 😂😂😂
We had a neighbor like this, she went to Manila (Capital of the Philippines) then when she returns back to our province she acts like Denilson pretending like she’s not the province girl we knew before, but she still is 😂😂😂",4 years ago,78,you look like father christmas who don t have money we had a neighbor like this she went to manila capital of the philippines then when she returns back to our province she acts like denilson pretending like she s not the province girl we knew before but she still is,look like father christmas money neighbor like went manila capital philippines returns back province acts like denilson pretending like province girl knew still,0.0,neutral
@hashimabdi565,Chineke it's Trump men😅😅 Trump has kill me,4 years ago (edited),2,chineke it's trump men trump has kill me,chineke trump men trump kill,0.0,neutral
@zxcg7547,0:22 lol,4 years ago (edited),0,0 22 lol,22 lol,0.8,positive
@Thandiwe.1234,I love you guys,4 years ago,1,i love you guys,love guys,0.5,positive
@glorysuting7306,2021 knockdown,4 years ago,1,2021 knockdown,2021 knockdown,0.0,neutral
@margaretmaughn6923,Denlison lwge has gone mad.,4 years ago,1,denlison lwge has gone mad,denlison lwge gone mad,-0.625,negative
@myrlenedieuveillle2571,"0:50 We dont use to do 
 trump here o.
We used to do buhari 😭😂😭😂",4 years ago (edited),0,0 50 we dont use to do trump here o we used to do buhari,50 dont use trump used buhari,0.0,neutral
@StoriesGam,I'm  born and raised in the UK but I love to watch Africa I learn so much thing from Africa comedy 😁😘😘,4 years ago,16,i'm born and raised in the uk but i love to watch africa i learn so much thing from africa comedy,born raised uk love watch africa learn much thing africa comedy,0.35,positive
@luisricardosantos2139,"Until 2021 it's now ""Biden"" today hahahahahahahaha",4 years ago,0,until 2021 it's now biden today hahahahahahahaha,2021 biden today hahahahahahahaha,0.0,neutral
@luisricardosantos2139,"0:21 The first ""N-word"" i heard from mark angel comedy hahahahahahahahahahahahahahahaha",4 years ago,0,0 21 the first n word i heard from mark angel comedy hahahahahahahahahahahahahahahaha,21 first word heard mark angel comedy hahahahahahahahahahahahahahahaha,0.25,positive
@thamisoednah7173,What 😂😂😂😂😂,4 years ago,0,what,,0.0,neutral
@lucydacosta2856,6:27,4 years ago,1,6 27,27,0.0,neutral
@hadassahboateng8759,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,4 years ago,0,,,0.0,neutral
@mireilletusse9871,Your tricky emmauella is realy cute,4 years ago,0,your tricky emmauella is realy cute,tricky emmauella realy cute,0.5,positive
@liliana1951,Whow much money do they have,4 years ago,0,whow much money do they have,whow much money,0.2,positive
@annemaaac9899,So funny thanks I love it,4 years ago,0,so funny thanks i love it,funny thanks love,0.31666666666666665,positive
@memetrashbin3061,Trump has killed us all,4 years ago,1,trump has killed us all,trump killed us,-0.2,negative
@mr.g0d490,naaaaaaaa,4 years ago,0,naaaaaaaa,naaaaaaaa,0.0,neutral
@ndlandlamukowanga,Hahahaha 😅😂😅😅😂😅😂😅😂😅😂😅😂😅😂😅,1 year ago,2,hahahaha,hahahaha,0.2,positive
@nakimulihairah798,Hahahahaa something is smelling😂😂😂😂😂😂😂😂😂,4 years ago,0,hahahahaa something is smelling,hahahahaa something smelling,0.0,neutral
@nakimulihairah798,Emmanuela shu shu...men...men🤣🤣🤣😂😂😂😂😂,4 years ago,0,emmanuela shu shu men men,emmanuela shu shu men men,0.0,neutral
@hazelrono9601,Si pendi vele ana sema men,4 years ago,0,si pendi vele ana sema men,si pendi vele ana sema men,0.0,neutral
@Beiuspeak,I laugh so much hahaha,4 years ago,0,i laugh so much hahaha,laugh much hahaha,0.25,positive
@miwu8287,I have watched 50 times and i hope he would came back with you guys just like the good old days like COMBANTRIN,4 years ago,1,i have watched 50 times and i hope he would came back with you guys just like the good old days like combantrin,watched 50 times hope would came back guys like good old days like combantrin,0.26666666666666666,positive
@JK007-JD,😂🤣🤣😂🤣😂🤣😂,4 years ago,0,,,0.0,neutral
@janettedington9176,"The unkempt sand corroboratively wander because jellyfish contextually crawl athwart a onerous cabbage. unnatural, waggish cocktail",4 years ago,0,the unkempt sand corroboratively wander because jellyfish contextually crawl athwart a onerous cabbage unnatural waggish cocktail,unkempt sand corroboratively wander jellyfish contextually crawl athwart onerous cabbage unnatural waggish cocktail,0.0,neutral
@farajaomari2144,Men... men.. men..lol,4 years ago,0,men men men lol,men men men lol,0.8,positive
@Infernoyolo222,"Denison was one of the best... 
I just want Denison back😇",4 years ago,0,denison was one of the best i just want denison back,denison one best want denison back,0.5,positive
@toyinomidire340,Ikr,4 years ago,0,ikr,ikr,0.0,neutral
@toxicnoodle5146,I miss Uncle denison;(,4 years ago,0,i miss uncle denison,miss uncle denison,0.0,neutral
@shellonaustin6371,Men   men   men   men,4 years ago,1,men men men men,men men men men,0.0,neutral
@wilsonchadeleka2407,Omg  you look like father Christmas whose broke🤣🤣,4 years ago,0,omg you look like father christmas whose broke,omg look like father christmas whose broke,0.0,neutral
@clashoclan3371,He went from African to African American,4 years ago,1,he went from african to african american,went african african american,0.0,neutral
@rodahjebiwot8288,"Ya  
This.  Is.  Sooo.  Funny 😁 and my sisters.  Love. This. Episode it’s. So. Funny",4 years ago,0,ya this is sooo funny and my sisters love this episode it s so funny,ya sooo funny sisters love episode funny,0.3333333333333333,positive
@aphmaufangirl2036,I love mark angel comedy,4 years ago,0,i love mark angel comedy,love mark angel comedy,0.5,positive
@Flavourblazzer3,Hahahahaha2020😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,4 years ago,0,hahahahaha2020,hahahahaha2020,0.0,neutral
@hamamule4060,Anyone here in 2021,4 years ago,1,anyone here in 2021,anyone 2021,0.0,neutral
@kokoumanah5902,I’m watching this in 2021Are you watching in 2021,4 years ago,0,i m watching this in 2021are you watching in 2021,watching 2021are watching 2021,0.0,neutral
@ellenharrison8914,"The doubtful fall morally care because quail additionly wave amongst a shut bit. guttural H habitual, kind nation",4 years ago,0,the doubtful fall morally care because quail additionly wave amongst a shut bit guttural h habitual kind nation,doubtful fall morally care quail additionly wave amongst shut bit guttural habitual kind nation,-0.0666666666666667,neutral
@thegreatentertainmentchann1772,Trump has killed me oh 😂😂,4 years ago,0,trump has killed me oh,trump killed oh,-0.2,negative
@00Cyclo,The world is smelling  😂😂😂 LOL.I love Denison,4 years ago,2,the world is smelling lol i love denison,world smelling lol love denison,0.65,positive
@joymitchell392,I laughed the food out of my mouth 🤣😂🤣😂🤣,4 years ago,0,i laughed the food out of my mouth,laughed food mouth,0.7,positive
@beenamaharaj9861,Doing a fantastic job,4 years ago,0,doing a fantastic job,fantastic job,0.4,positive
@Officialblue51,Its making me laugh so hard🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😁😁😁😁😁,4 years ago,0,its making me laugh so hard,making laugh hard,0.004166666666666652,neutral
@kerethat1683,🤣🤣🤣🤣 you made a big mistake when you told Emanualla to !!!!shu 🤣🤣🤣🤣🤣🤣🤣🤣,4 years ago,0,you made a big mistake when you told emanualla to shu,made big mistake told emanualla shu,0.0,neutral
@kerethat1683,🤣🤣🤣🤣🤣🤣 everything is smelling 🤣🤣🤣🤣💯💯💯💯♥️♥️♥️♥️,4 years ago,0,everything is smelling,everything smelling,0.0,neutral
@kaelahtvshowandlivegaming6855,Anyone  here in 2021👍,4 years ago,0,anyone here in 2021,anyone 2021,0.0,neutral
@skarra3796,I miss Denilson,4 years ago,1,i miss denilson,miss denilson,0.0,neutral
@briyendimorris44,I hate you emmanuella👹👺👻👽👾🤖😾😼,4 years ago (edited),1,i hate you emmanuella,hate emmanuella,-0.8,negative
@andrewmanig6648,Trump,4 years ago,1,trump,trump,0.0,neutral
@yourdoingtoomuchbuddy,when delison does trappin,4 years ago,0,when delison does trappin,delison trappin,0.0,neutral
@amitangara1064,Who see that baze 10 is the doctor best caretaker 🤣🤣🤣🤣🤣🤣🤣🚴🤣,4 years ago,0,who see that baze 10 is the doctor best caretaker,see baze 10 doctor best caretaker,1.0,positive
@piarowe2436,2021,4 years ago,0,2021,2021,0.0,neutral
@jtouray29,Emanuella Samuel,4 years ago,0,emanuella samuel,emanuella samuel,0.0,neutral
@jtouray29,This funny video is very Denilson igwe very like is clown.,4 years ago,0,this funny video is very denilson igwe very like is clown,funny video denilson igwe like clown,0.21666666666666667,positive
@semeremanchawi1228,Shu shu men shu,4 years ago,0,shu shu men shu,shu shu men shu,0.0,neutral
@semeremanchawi1228,People from usa should see this,4 years ago,0,people from usa should see this,people usa see,0.0,neutral
@DeAndreOfficialChannel,7:14 Mark has killed me 😭😂😭😂😭😂💶💴💶💴,4 years ago (edited),0,7 14 mark has killed me,14 mark killed,-0.2,negative
@DeAndreOfficialChannel,6:43 💴💶💴💶💴 🤣🤣🤣🤣 Mark let’s forget about this men thing,4 years ago (edited),0,6 43 mark let s forget about this men thing,43 mark let forget men thing,0.0,neutral
@krisplayz3562,Give a thumbs up if you think this video is funny!,4 years ago,0,give a thumbs up if you think this video is funny,give thumbs think video funny,0.25,positive
@niceupdate1946,Who still watching 2021,4 years ago,2,who still watching 2021,still watching 2021,0.0,neutral
@greenfield4414,"No doubt at all,  Mark Angel did miss this guy Denilson; I really missed him for sure!",4 years ago,0,no doubt at all mark angel did miss this guy denilson i really missed him for sure,doubt mark angel miss guy denilson really missed sure,0.35,positive
@kenekenechukwu7274,😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,4 years ago,0,,,0.0,neutral
@monawaramalicol6147,Shu... Shu...😆😆😆😆,4 years ago,0,shu shu,shu shu,0.0,neutral
